ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
AF,Afghanistan,16521,111696,Brahmin,Brahmin,4100,1,Y,urd,Urdu,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",6,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.294237,69.392519
AF,Afghanistan,10959,101653,Brahui,Brahui,359000,1,Y,brh,Brahui,4,6,Islam,0.101,0.100,21,A012,"South Asian Peoples",456,A012,Brahui,4,5,"Asia, Central",ASI,Asia,Y,Y,7,N,30.0908,64.73688
AF,Afghanistan,16585,111780,Changgar,Changgar,3400,1,Y,urd,Urdu,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",3,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.470761,69.633613
AF,Afghanistan,11510,102467,Darwazi,"Darwazi, Badakhshani",18000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,14,A005,Persian-Median,299,C0211,Tajik,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,38.05962,70.72609
AF,Afghanistan,19007,114916,Deaf,Deaf,434000,1,Y,afg,"Afghan Sign Language",1,6,Islam,0.050,,26,A017,Deaf,328,C0252,Deaf,216,5,"Asia, Central",ASI,Asia,Y,Y,9,Y,34.532499999975,69.136605999667
AF,Afghanistan,12741,105087,"Garwi, Kohistani","Garwi, Kohistani",2100,1,Y,gwc,Gawri,3,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.012132091223,71.448485211923
AF,Afghanistan,17549,112971,"Gujar (Muslim traditions)","Gujar (Muslim traditions)",20000,1,Y,gju,Gujari,0,6,Islam,0.029,0.029,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",3,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.24842,71.48793
AF,Afghanistan,12076,103743,Hazara,Hazara,3728000,1,Y,haz,Hazaragi,3,6,Islam,0.029,0.029,14,A005,Persian-Median,268,C0179,Persian,9,5,"Asia, Central",ASI,Asia,Y,Y,75,Y,34.350389999799,66.941090000403
AF,Afghanistan,20542,116135,Ishkashimi,Ishkashimi,3500,1,Y,isk,Ishkashimi,1,6,Islam,0.060,0.060,14,A005,Persian-Median,299,C0211,Tajik,2,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,36.71347,71.563232
AF,Afghanistan,19437,104950,"Kalash (Chitrali)","Kalash (Chitrali)",11000,1,Y,khw,Khowar,3,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,5,"Asia, Central",ASI,Asia,Y,N,1,Y,36.653176,70.212641
AF,Afghanistan,12526,104638,Karakalpak,Karakalpak,3600,1,Y,kaa,Karakalpak,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",202,C0108,Kazakh,8,5,"Asia, Central",ASI,Asia,Y,N,1,Y,36.66888,67.10763
AF,Afghanistan,12599,104791,Kazakh,Kazakh,3600,1,Y,kaz,Kazakh,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",202,C0108,Kazakh,24,5,"Asia, Central",ASI,Asia,Y,N,1,Y,36.69403,69.12301
AF,Afghanistan,18125,113631,"Khatri (Sikh traditions)","Khatri (Sikh traditions)",3000,1,Y,pan,"Punjabi, Eastern",5,8,"Other / Small",0.000,0.000,21,A012,"South Asian Peoples",470,A012,"South Asia Sikh - other",2,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.321458,69.14323
AF,Afghanistan,18693,103535,"Khik (Wakhi)","Khik (Wakhi)",23000,1,Y,wbl,Wakhi,3,6,Islam,0.000,0.000,14,A005,Persian-Median,299,C0211,Tajik,4,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,36.96537,72.85094
AF,Afghanistan,11126,101922,"Kurd, Sorani","Kurd, Sorani",4500,1,Y,ckb,"Kurdish, Central",5,6,Islam,0.009,0.009,14,A005,Persian-Median,208,C0114,Kurd,5,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.515500000225,69.19520000018
AF,Afghanistan,12933,105550,Kyrgyz,Kyrgyz,1400,1,Y,kir,Kyrgyz,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",204,C0110,Kyrgyz,14,5,"Asia, Central",ASI,Asia,Y,N,1,Y,37.064640000436,74.246920000158
AF,Afghanistan,13878,106912,Munji,Munji,7700,1,Y,mnj,Munji,0,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.79309,70.85744
AF,Afghanistan,17714,113164,Mussali,Mussali,3600,1,Y,pan,"Punjabi, Eastern",5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",3,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.422154,69.095272
AF,Afghanistan,11835,103257,"Narisati, Arandui","Narisati, Arandui",43000,1,Y,gwt,Gawar-Bati,0,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.22045,71.53814
AF,Afghanistan,10453,100556,"Nuristani, Ashkuni","Nuristani, Ashkuni",54000,1,Y,ask,Ashkun,0,6,Islam,0.000,0.000,14,A005,Persian-Median,251,C0159,Nuristan,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.11697,70.5923
AF,Afghanistan,11936,103472,"Nuristani, Grangali","Nuristani, Grangali",13000,1,Y,nli,Grangali,1,6,Islam,0.000,0.000,14,A005,Persian-Median,251,C0159,Nuristan,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,34.87613,70.70943
AF,Afghanistan,12482,104545,"Nuristani, Kamviri","Nuristani, Kamviri",24000,1,Y,xvi,Komviri,0,6,Islam,0.000,0.000,14,A005,Persian-Median,251,C0159,Nuristan,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.40963,71.32342
AF,Afghanistan,13431,106126,"Nuristani, Malakhel","Nuristani, Malakhel",3600,1,Y,prs,Dari,5,6,Islam,0.000,0.000,14,A005,Persian-Median,251,C0159,Nuristan,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,34.13174,69.01918
AF,Afghanistan,10703,101097,"Nuristani, Narisati","Nuristani, Narisati",161000,1,Y,bsh,Kateviri,0,6,Islam,0.101,0.000,14,A005,Persian-Median,251,C0159,Nuristan,2,5,"Asia, Central",ASI,Asia,Y,Y,3,N,35.48049,70.75245
AF,Afghanistan,14461,108147,"Nuristani, Prasuni","Nuristani, Prasuni",11000,1,Y,prn,Prasuni,0,6,Islam,0.000,0.000,14,A005,Persian-Median,251,C0159,Nuristan,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.4495,70.92815
AF,Afghanistan,15575,110188,"Nuristani, Tregami","Nuristani, Tregami",4700,1,Y,trm,Tregami,1,6,Islam,0.000,0.000,14,A005,Persian-Median,251,C0159,Nuristan,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.0073,71.11979
AF,Afghanistan,15822,110623,"Nuristani, Waigeli","Nuristani, Waigeli",35000,1,Y,wbk,Waigali,0,6,Islam,0.000,0.000,14,A005,Persian-Median,251,C0159,Nuristan,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.17784,71.05953
AF,Afghanistan,15735,110432,Ormuri,Ormuri,3600,1,Y,pbt,"Pashto, Southern",3,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,32.774820000043,68.918510000136
AF,Afghanistan,14255,107747,Pahlavani,Pahlavani,4100,1,Y,prs,Dari,5,6,Islam,0.000,0.000,14,A005,Persian-Median,268,C0179,Persian,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,31.33334,62.19879
AF,Afghanistan,14311,107875,Parachi,Parachi,9000,1,Y,prc,Parachi,1,6,Islam,0.000,0.000,14,A005,Persian-Median,268,C0179,Persian,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.07936,69.64313
AF,Afghanistan,14322,107901,Parsee,Parsee,2600,1,Y,prs,Dari,5,8,"Other / Small",0.000,0.000,14,A005,Persian-Median,268,C0179,Persian,9,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,34.245037,61.583604
AF,Afghanistan,14324,107906,Parya,"Parya, Laghmani",400,1,Y,paq,Parya,0,6,Islam,0.000,0.000,14,A005,Persian-Median,299,C0211,Tajik,3,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,34.47933,69.89671
AF,Afghanistan,18369,113939,Pashayi,Pashayi,52000,1,Y,mvy,"Kohistani, Indus",3,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,34.204284,69.45316
AF,Afghanistan,13996,107420,"Pashayi, Northeast","Pashayi, Northeast",102000,1,Y,aee,"Pashai, Northeast",0,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,2,Y,34.66002,70.43166
AF,Afghanistan,14042,107474,"Pashayi, Northwest","Pashayi, Northwest",107000,1,Y,glh,"Pashai, Northwest",0,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,2,Y,34.96106,70.04196
AF,Afghanistan,15025,109456,"Pashayi, Southeast","Pashayi, Southeast",609000,1,Y,psi,"Pashai, Southeast",0,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,12,Y,34.43099,70.30351
AF,Afghanistan,15072,109523,"Pashayi, Southwest","Pashayi, Southwest",135000,1,Y,psh,"Pashai, Southwest",0,6,Islam,0.009,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,3,Y,34.88104,69.77576
AF,Afghanistan,14256,107909,"Pashtun, Northern","Pashtun, Northern",7487000,1,Y,pbu,"Pashto, Northern",5,6,Islam,0.010,0.010,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",18,5,"Asia, Central",ASI,Asia,Y,Y,150,Y,33.562,68.363
AF,Afghanistan,22356,119360,"Pashtun, Southeast","Pashtun, Southeast",2109000,1,Y,pbt,"Pashto, Southern",3,6,Islam,0.010,0.010,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",1,5,"Asia, Central",ASI,Asia,Y,Y,42,Y,34.47,69.24
AF,Afghanistan,14327,109502,"Pashtun, Southern","Pashtun, Southern",4746000,1,Y,pbt,"Pashto, Southern",3,6,Islam,0.019,0.019,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",9,5,"Asia, Central",ASI,Asia,Y,Y,95,Y,33.5619999999,68.36299999985
AF,Afghanistan,14371,107987,Persian,Persian,738000,1,Y,pes,"Persian, Iranian",5,6,Islam,0.119,0.100,14,A005,Persian-Median,268,C0179,Persian,42,5,"Asia, Central",ASI,Asia,Y,N,15,N,34.258210935286,62.44608334487
AF,Afghanistan,14483,108182,Punjabi,Punjabi,6600,1,Y,pan,"Punjabi, Eastern",5,6,Islam,1.000,0.300,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",18,5,"Asia, Central",ASI,Asia,Y,Y,1,N,34.147838796223,71.073213362906
AF,Afghanistan,15382,110802,"Punjabi, Western","Punjabi, Western",41000,1,Y,pnb,"Punjabi, Western",4,6,Islam,0.200,0.100,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,5,"Asia, Central",ASI,Asia,Y,Y,1,N,34.757485,70.301167
AF,Afghanistan,14498,108231,Qazilbash,Qazilbash,333000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",309,C0221,Turkish,2,5,"Asia, Central",ASI,Asia,Y,Y,7,Y,32.364776999959,62.094029999984
AF,Afghanistan,11597,102682,"Romani, Domari","Romani, Domari",2100,1,Y,rmt,Domari,3,6,Islam,0.015,0.000,14,A005,Persian-Median,353,C0278,Domari,15,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.47461,69.12958
AF,Afghanistan,14727,108647,Sanglechi,Sanglechi,3100,1,Y,sgy,Sanglechi,0,6,Islam,0.000,0.000,14,A005,Persian-Median,299,C0211,Tajik,2,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,36.67411,71.57368
AF,Afghanistan,14782,108746,Sau,Sau,5400,1,Y,sdg,Savi,0,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.16964,71.4591
AF,Afghanistan,14921,108967,Shughni,Shughni,50000,1,Y,sgh,Shughni,3,6,Islam,0.000,0.000,14,A005,Persian-Median,299,C0211,Tajik,2,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,37.59163,71.37385
AF,Afghanistan,14924,108970,Shumashti,Shumashti,1800,1,Y,sts,Shumashti,0,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,34.74897,70.75085
AF,Afghanistan,14192,109027,Sindhi,Sindhi,27000,1,Y,snd,Sindhi,5,6,Islam,0.079,0.079,21,A012,"South Asian Peoples",468,A012,"South Asia - other",8,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.517368436204,69.108886381501
AF,Afghanistan,15253,109822,Tangshuri,Tangshuri,18000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,14,A005,Persian-Median,299,C0211,Tajik,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,38.11159,71.21229
AF,Afghanistan,15500,110076,Tirahi,Tirahi,6400,1,Y,pbt,"Pashto, Southern",3,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,31.81734,66.46972
AF,Afghanistan,18274,113818,Turk,Turk,12000,1,Y,tur,Turkish,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",309,C0221,Turkish,68,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.558664,68.887656
AF,Afghanistan,15654,110306,Turkmen,Turkmen,2419000,1,Y,tuk,Turkmen,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",310,C0222,Turkmen,12,5,"Asia, Central",ASI,Asia,Y,Y,48,Y,36.59488,64.75669
AF,Afghanistan,15755,110469,Uyghur,Uyghur,3800,1,Y,uig,Uyghur,5,6,Islam,0.050,0.050,24,A015,"Turkic Peoples",313,C0225,Uyghur,17,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.89379,62.7225
AF,Afghanistan,15756,110472,"Uzbek, Southern","Uzbek, Southern",4889000,1,Y,uzs,"Uzbek, Southern",3,6,Islam,0.009,0.009,24,A015,"Turkic Peoples",314,C0226,Uzbek,5,5,"Asia, Central",ASI,Asia,Y,N,98,Y,36.33165,66.70937
AF,Afghanistan,15866,110689,Warduji,Warduji,9000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,14,A005,Persian-Median,268,C0179,Persian,1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,36.98774,70.86259
AF,Afghanistan,15418,110865,Wotapuri-Katarqalai,Wotapuri-Katarqalai,3800,1,Y,pbu,"Pashto, Northern",5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,5,"Asia, Central",ASI,Asia,Y,Y,1,Y,35.121354,70.981163
AL,Albania,20676,117066,"Egyptian, Balkan","Egyptian, Balkan",2900,1,Y,als,"Albanian, Tosk",5,6,Islam,4.000,0.000,12,A003,"Eurasian Peoples",106,C0008,Albanian,5,9,"Europe, Eastern and Eurasia",EUR,Europe,Y,N,1,N,41.345601,19.818675
AL,Albania,18765,114431,Gorani,Gorani,34000,1,Y,srp,Serbian,5,6,Islam,5.000,0.000,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",4,9,"Europe, Eastern and Eurasia",EUR,Europe,Y,Y,1,N,40.660934,19.698161
AL,Albania,18274,113818,Turk,Turk,1700,1,Y,tur,Turkish,5,6,Islam,0.010,0.003,24,A015,"Turkic Peoples",309,C0221,Turkish,68,9,"Europe, Eastern and Eurasia",EUR,Europe,Y,N,1,Y,41.338572,19.796522
AG,Algeria,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",33607000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.009,0.008,10,A001,"Arab World",115,C0017,"Arab, Maghreb",19,6,"Africa, North and Middle East",AFR,Africa,Y,Y,672,Y,35.997424582778,5.3894385742308
AG,Algeria,12247,104056,"Arab, Iraqi","Arab, Iraqi",4900,1,Y,acm,"Arabic, Mesopotamian",4,6,Islam,0.699,0.699,10,A001,"Arab World",113,C0015,"Arab, Levant",24,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,N,28.489469999841,1.2837699999855
AG,Algeria,13819,106804,"Arab, Moroccan","Arab, Moroccan",191000,1,Y,ary,"Arabic, Moroccan",4,6,Islam,0.150,0.150,10,A001,"Arab World",115,C0017,"Arab, Maghreb",22,6,"Africa, North and Middle East",AFR,Africa,Y,N,4,N,35.672831999697,-0.62589500035398
AG,Algeria,11633,102751,"Bedouin, Dui-Menia","Bedouin, Dui-Menia",86000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.009,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,30.865610011693,-2.458410720978
AG,Algeria,12944,105567,"Bedouin, Laguat","Bedouin, Laguat",21000,1,Y,aao,"Arabic, Algerian Saharan",3,6,Islam,0.000,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,33.957392275833,3.1038444490621
AG,Algeria,13922,107028,"Bedouin, Nail","Bedouin, Nail",41000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.000,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,34.144958856766,4.5888454756382
AG,Algeria,14584,108427,"Bedouin, Ruarha","Bedouin, Ruarha",87000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.000,0.000,10,A001,"Arab World",115,C0017,"Arab, Maghreb",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,33.525464069611,6.0144300761871
AG,Algeria,14938,108988,"Bedouin, Sidi","Bedouin, Sidi",21000,1,Y,aao,"Arabic, Algerian Saharan",3,6,Islam,0.009,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,27.611487999871,-3.4309989999039
AG,Algeria,15095,109560,"Bedouin, Suafa","Bedouin, Suafa",138000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.009,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,3,Y,33.957422035299,6.8498715191553
AG,Algeria,16103,111176,"Bedouin, Ziban","Bedouin, Ziban",21000,1,Y,aao,"Arabic, Algerian Saharan",3,6,Islam,0.000,0.000,10,A001,"Arab World",137,C0041,"Bedouin, Saharan",1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,28.419452000409,-5.9446670001819
AG,Algeria,10774,101223,Belbali,Belbali,3900,1,Y,kcy,Korandje,0,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",288,C0199,Songhai,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,29.51367,-2.56296
AG,Algeria,12217,104002,Berber,Berber,1737000,1,Y,tzm,"Tamazight, Central Atlas",3,6,Islam,0.100,0.090,10,A001,"Arab World",145,C0049,Berber-Shilha,6,6,"Africa, North and Middle East",AFR,Africa,Y,Y,35,Y,33.563667000332,-0.28592999976968
AG,Algeria,11199,103014,"Berber, Figig","Berber, Figig",87000,1,Y,tzm,"Tamazight, Central Atlas",3,6,Islam,0.019,0.000,10,A001,"Arab World",141,C0045,Berber-Saharan,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,31.963206422938,-0.96109865098197
AG,Algeria,12399,104365,"Berber, Kabyle","Berber, Kabyle",6565000,1,Y,kab,Kabyle,5,6,Islam,0.250,0.240,10,A001,"Arab World",142,C0046,Berber-Kabyle,5,6,"Africa, North and Middle East",AFR,Africa,Y,Y,131,N,36.39003,4.55784
AG,Algeria,13669,106536,"Berber, Menasser","Berber, Menasser",87000,1,Y,tzm,"Tamazight, Central Atlas",3,6,Islam,0.000,0.000,10,A001,"Arab World",145,C0049,Berber-Shilha,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,32.948037875248,-0.59003947464203
AG,Algeria,13842,106837,"Berber, Mozabite","Berber, Mozabite",198000,1,Y,mzb,Tumzabt,0,6,Islam,0.000,0.000,10,A001,"Arab World",141,C0045,Berber-Saharan,2,6,"Africa, North and Middle East",AFR,Africa,Y,Y,4,Y,32.47268,3.84135
AG,Algeria,10803,101275,"Berber, Rif","Berber, Rif",500,1,Y,rif,Tarifit,4,6,Islam,0.019,0.005,10,A001,"Arab World",143,C0047,Berber-Rif,4,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,Y,35.83907,-0.34831
AG,Algeria,14899,108925,"Berber, Shawiya","Berber, Shawiya",2428000,1,Y,shy,Tachawit,3,6,Islam,0.000,0.000,10,A001,"Arab World",144,C0048,Berber-Shawiya,6,6,"Africa, North and Middle East",AFR,Africa,Y,Y,49,Y,35.27603,6.93694
AG,Algeria,14911,108945,"Berber, Southern Shilha","Berber, Southern Shilha",6800,1,Y,shi,Tachelhit,4,6,Islam,0.090,0.000,10,A001,"Arab World",145,C0049,Berber-Shilha,3,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,29.29423,-7.3006
AG,Algeria,15609,110235,"Berber, Taznatit","Berber, Taznatit",13000,1,Y,grr,Taznatit,3,6,Islam,0.009,0.009,10,A001,"Arab World",141,C0045,Berber-Saharan,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,29.1496,0.10051
AG,Algeria,15473,110042,"Berber, Tidikelt","Berber, Tidikelt",1100,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.029,0.010,10,A001,"Arab World",141,C0045,Berber-Saharan,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,26.91172,1.79388
AG,Algeria,15572,110182,"Berber, Tougourt","Berber, Tougourt",8600,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.050,0.040,10,A001,"Arab World",141,C0045,Berber-Saharan,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,1,Y,33.31437,6.0497
AG,Algeria,11321,102070,Chenoua,Chenoua,108000,1,Y,cnu,Chenoua,0,6,Islam,0.000,0.000,10,A001,"Arab World",142,C0046,Berber-Kabyle,1,6,"Africa, North and Middle East",AFR,Africa,Y,Y,2,Y,36.60729,2.19664
AG,Algeria,19206,115066,"Chinese, general","Chinese, general",38000,1,Y,cmn,"Chinese, Mandarin",5,7,Non-Religious,1.000,0.800,11,A002,"East Asian Peoples",161,C0065,Chinese,64,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,N,36.685411,3.21938
AG,Algeria,19007,114916,Deaf,Deaf,231000,1,Y,asp,"Algerian Sign Language",2,6,Islam,0.280,,26,A017,Deaf,328,C0252,Deaf,216,6,"Africa, North and Middle East",AFR,Africa,Y,Y,5,N,36.4762,3.5462
AG,Algeria,12070,103733,Hausa,Hausa,12000,1,Y,hau,Hausa,5,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",186,C0090,Hausa,16,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,Y,26.500632070714,8.4774009329067
